24	滚齿加工齿面波纹度仿真研究	袁赞;丁国龙;郑荣盛		2026-01-28 11:59	组合机床与自动化加工技术	期刊	滚齿加工;齿面波纹度;仿真加工;	滚齿是一种常用的齿轮加工方法，滚齿加工中由于滚刀切削刃轨迹断续包络，齿面上不可避免地形成微观“鱼鳞状”波纹，这种波纹对齿轮传动的噪声和振动存在非常不利的影响。为探究齿面波纹度的形成机理，从齿轮空间啮合原理出发，推导滚齿加工运动学方程，建立滚刀切削刃空间轨迹数学模型，以揭示齿面波纹度的形成机制；采用Python-SolidWorks API联合仿真方法，搭建基于数据驱动的滚齿加工齿面波纹仿真，实现对齿面微观波纹特征的可视化。实例分析结果表明该方法的有效性，具有重要的工程应用价值。该方法也可为其它齿轮加工（插齿、磨齿）仿真提供指导。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDORY_eoO-VJgMVg7IeRBZGmvtrRXnljJwIr7rNBOP6AjTJXwuvktuo_KpanMkV_7CznpOM4xHCSA4GjbwPvKanmhZOdbEfNvc8c5QsUgEFTGuhDajVfJeZ8h4eUKQBANDPwLW-S0aP7Z-K9YqsDclUvX_dPkL2mE5ZuIseQrB9pWw==&uniplatform=NZKPT&language=CHS
25	基于AI幻觉抑制的药学智能问答平台的构建与效能验证	温正旺;王嘉莹;杨文月;杨昊煜;马霄		2026-01-28	中国药房	期刊	药学智能问答平台;AI幻觉;大型语言模型;DeepSeek;人工智能;	目的 构建低“人工智能（AI）幻觉”的药学智能问答平台，提升用药咨询的准确性、一致性与可追溯性。方法 利用Python代码对药品说明书进行批量结构化整理并构建本地药学知识库，基于大型语言模型实现检索与问答流程设计，并在Dify平台完成系统集成与本地化部署。通过设计典型临床用药问题，从达峰时间、半衰期检索及肾功能减退患者剂量调整方案推理等维度，将药学智能问答平台的输出结果与在线版DeepSeek进行对比验证，评估其检索和推理结果的准确性与可靠性。结果 基于本地药品说明书构建的药学智能问答平台在达峰时间、半衰期及剂量调整方案的检索和推理准确率均为100%。相比之下，在线版DeepSeek在3个维度方面的准确率分别为30%(6/20)、50%(10/20)和38%(23/60)。结论 构建的药学智能问答平台能够根据临床提问精准检索并提炼本地知识库信息，能避免AI幻觉的出现，为医务人员提供可靠的用药决策支持。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMLu94OH7bPssdLhjuizl__Xikw--JoQ578EMKCWCCESDVZ_yp94hHgVf2zImt21xEC4WnZSIy-SajXazk8WLdz_LuviYZOWn6EOwAxPkjg3kGdJ3EyxEmsrLQ_vUoobwjFLjOza0GHwHe7MrZ_Utzq5U3VIby5fquOXck1vkiMLg==&uniplatform=NZKPT&language=CHS
26	基于知识图谱与RAG的Python教学资源动态生成算法研究	韩浦霞		2026-01-28	电脑编程技巧与维护	期刊	知识图谱;增强型RAG;资源生成;Python语言;	研究提出了面向职业教育场景的Python教学资源智能生成框架，通过动态知识图谱与增强型检索增强生成（RAG）技术的结合，实现教学资源的精准构建与实时更新。系统架构包含：基于企业招聘需求、开源社区动态及教学反馈的多源数据构建自主演化知识图谱3个模块。设计改进型RAG算法，依托教育目标约束层与代码规范检测模块提升内容教学适配性，建立动态反馈机制，利用学习者实时交互数据优化生成策略。实证结果表明，该框架相比于传统方法，在教学场景适配度等指标上具有显著优势。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMLu94OH7bPssdLhjuizl__Xikw--JoQ56jQFV6iNtg08xULNsLkadHTh_pRCDrFy52X1xh0W1UdjorcE7WoRHs49TPcH4FRa3zZU6iicemD-SBez67iZmcirZ5GC3XCxaHCBQ0K-u_ToeUCam2RAr2x1ndrjdMOogJ7Dw01xYILw==&uniplatform=NZKPT&language=CHS
27	使用Python制作随机提问程序的应用	孙晓叶;鹿玉红;刘颖		2026-01-28	电脑编程技巧与维护	期刊	Python语言;PyQt框架;随机提问;AI调用;界面设计;	结合当下人工智能的发展趋势，通过调用先进AI接口实现智能问题生成，并利用PyQt构建直观友好的用户界面。系统设计采用模块化思想，核心组件包括AI接口调用模块、问题生成算法模块和用户界面模块。设计了基于主题分类和难度梯度的随机化算法。实验结果表明，该系统生成的问题多样化、高质量，其实用性和扩展性强。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMHDAQax_zwquuafyF4_nhZSwMrFf29NNE41Si3TYyGleQm1TC8ah0i1CpQQKYTcx-KMLG5GdYm77pEAKJzDFeSBWupvEha51nBIG48FiyU5zhYWGTuJsFWqFBS_Nggro44V0Kg0_lReCN5uhq2F9uOpvG1mxX23XCkcqP510Be8w==&uniplatform=NZKPT&language=CHS
28	Python程序设计课程混合式教学模式的设计与实践	王琳		2026-01-28	中国信息界	期刊	无	<正>引言随着人工智能、大数据成为全球范围内不可忽视的发展方向，Python作为在这些领域的核心编程语言，在世界范围内实现强势发展，目前Python以23.37%的市场份额稳居编程语言市场第一[1]。在此背景下，Python程序设计课程已成为人工智能、大数据开发、软件工程和计算机科学与技术专业的核心专业基础编程课，其课程建设质量直接影响学生后续专业课程的学习效果与专业能力培养。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMHDAQax_zwquuafyF4_nhZSwMrFf29NNGGKJQ8wCZ7OYCJaNqJfaiBYGTmkCQXYPYn_sIAT6EPz0TbNg47CuwpkMa0_YARAFqUAdWZGekcH-67qQVVMlhO5Aqy6qkdrMu_lGhThEvwxyJb3kGAFV62X8VGAN_BtFwrmcmFqZyO7A==&uniplatform=NZKPT&language=CHS
29	Python程序设计教学:混合式教学模式下逻辑思维培养与思政融合的创新路径	宋庆军		2026-01-28	安徽教育科研	特色期刊	逻辑思维培养;Python程序设计;思政融合;	本文探讨了在混合式教学模式下Python程序设计教学中逻辑思维培养与思政融合的创新路径。研究旨在通过构建适合Python教学的混合式教学模式,挖掘课程中的思政元素,将逻辑思维培养与思政教育有机结合起来,提高学生的学习兴趣和创新能力,同时增强其社会责任感。本文首先介绍了混合式教学模式及其在Python教学中的应用,接着阐述了逻辑思维培养的重要性及方法,并探讨了课程思政的理念与实践。通过具体的教学案例分析,展示了逻辑思维培养的效果,并展示了思政教育在课堂讲授与实践教学中的融入方式。最终,研究总结了当前实践的成效,并展望了未来的研究方向,包括教学方法创新、课程内容拓展、评价体系完善及加强教师培训等。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMHDAQax_zwquuafyF4_nhZ5QEn99HrAb3bDCwR4iObtP-_JR2ujqkLIuVYRU5fuc6KaJ_Sbts2XPOtsqnV6eqSru6hQGN_OB3XpLSLqHJy2fX0g9YTVCHvmjM3Lfe84CdBGtHOLHEureVaSZz53ENwXGAXJzH7eLsXTmg8xTcEbw==&uniplatform=NZKPT&language=CHS
30	基于联合编程的肝包虫病超声图像病灶检测识别系统设计	滕俊;严传波		2026-01-25	现代信息科技	期刊	Java-Python联合编程;AI信息系统;肝包虫病;超声图像;目标检测与识别;	基于AI的超声图像目标检测识别算法通常采用Python编程，而Java仍是项目开发的首选语言，基于Java-Python联合编程的超声图像目标检测识别AI信息系统尚不多见。本文尝试基于Java-Python联合编程开展AI信息系统开发，实现肝包虫病超声图像病灶的检测识别。系统前端采用UniApp设计人机交互界面，后端搭建Python超声图像病灶目标检测识别服务器与Java应用服务器，通过Socket协议实现服务器间通信，将检测结果以JSON格式回传至Java应用后端处理，再反馈至手机前端展示，并根据病灶类别生成相应诊疗建议。经测试，该基于联合编程的肝包虫病超声图像病灶检测识别AI信息系统可有效实现病灶目标的检测识别，不仅检测识别准确率高、实时性好，能够为临床医生提供肝包虫病辅助诊断决策支持，还可用于超声图像病灶检测与识别的实践教学，同时为具有类似AI信息系统研发需求的研究人员提供方法参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMeogoELAY0vu48_q5N6j37LBM_EQVoqu-OvTe_hSX6fjhzPboyfOiqjzbHEqTlX7SFEpGBjXbq0_v_XTetmWzH9auwR0w7rdNsKg_3umit0JZMYgdCRr8n-amytYxU6ptcvxrSJ6UBJgaRB5dbmswiEreIxU0qBehFNV3F6IK95g==&uniplatform=NZKPT&language=CHS
31	基于Python的安徽省国土变更调查省级核查数据库质检方法研究	贾龙凤;胡小彭;孔丽		2026-01-25	测绘与空间地理信息	期刊	Python;ArcPy;国土变更调查;数据库质检;	国土变更调查技术规程每年都因当年实际情况有所变化，而质检软件往往更新不及时、不完全，导致部分软件检查工作需要由人工来完成，效率低且容易出错。针对这一问题，本文利用Python语言结合ArcPy站点包，以2023年度国土变更调查县级数据库为例，依据最新的变更调查技术规程及质检规则，分析质检软件现有功能，设计开发质检工具，补充完善检查项，辅助核查人员快速锁定错误位置、排查错误类型，提高核查人员工作效率与核查准确性。为今后安徽省级变更调查数据库内业核查方法的研究提供参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMeogoELAY0vu48_q5N6j37LBM_EQVoqu8H8Y9UnOo7mz9nnQA9f1gRQ9aJ_HwOfMxWTaygShXMNxQVHzWth5BFdJy5QmYSsQphQWoUz86uYzqtJZLFGupRoMsfYgCCJceqtRgYkOxAV9_Xw8TKs2qFF9LC2-0-pjDn3o8F6w_H0A==&uniplatform=NZKPT&language=CHS
32	高中信息技术Python教学中计算思维培养的实践与探索	朱兴		2026-01-21	学苑教育	特色期刊	高中信息技术;Python教学;计算思维;教学实践;核心素养;	在数字化时代，计算思维已成为高中生应具备的核心素养之一。Python语言因语法简洁、功能多样等特点，成为高中信息技术教学中培养计算思维的重要载体。本文围绕高中Python教学中计算思维的培养展开实践与探索，先解析计算思维的核心要素及Python教学与计算思维培养的适配性；再结合教学案例，从情境化任务设计、模块化编程实践、项目式学习、推进多元化评价体系四个维度提出具体教学策略；通过教学实验验证策略有效性后，分析实践中存在的问题；最后总结经验并给出改进方向，为高中Python教学中计算思维的培养提供实践参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDPs8DS1qPSCyrk0ncI-z0aMltBEnIvrEVYH5R1-6SWii2zcl1yBbdIcyLrttkiDaHFokfmrToHEJtH_Hnx9i6fNEL7XImu6x7bA_ThNTVzTbWrU3aHG6HM1eeZhnCXTFKxYQgEnszPcmRi7wwv1t-NoogY7Z4fk1cM6vTH44piCgg==&uniplatform=NZKPT&language=CHS
33	基于工业机器人的宜宾燃面自动化加工程序设计	沈涛;串俊刚;刘永兴		2026-01-20	科技风	期刊	工业机器人;燃面生产;自动化改造;精准控制;生产效率;	宜宾燃面作为四川宜宾地方传统的非遗食品，其生产工艺受传统习惯限制，存在生产效率低、人工成本高及产品质量不稳定等问题。本研究通过深入分析宜宾燃面的生产现状，对原料配比及搅拌控制、成型精度控制、烘干参数控制、切割精度及效率控制进行深入分析，提出引入工业机器人技术对宜宾燃面生产设备进行自动化改造，运用Python技术对机器人程序进行设计，实现燃面生产流程的智能化与精准控制，对传统食品自动化与智能化生产设备研制具有一定指导意义。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDPs8DS1qPSCyrk0ncI-z0aMLwKXDfsp7hDPJEADtAnB75q3Dt4Q7n5hwgCjNnXuZZelYzKhGLJyL_Yvp5Qis0L8EJu7iC4-ZpjZY8E8pJCA8D7Q7ygvkfGYlsrhV2tsSQqo_z8Yks8soVAFptNMOvPadQ0VtDksoGyfbywpmIacuQ==&uniplatform=NZKPT&language=CHS
34	基于Webots环境下NAO机器人仿真实现	唐灯平;张文哲;张宏斌		2026-01-20	物联网技术	期刊	Webots仿真平台;NAO机器人;人工智能;Choregraphe开发环境;Python开发环境;仿真实现;	随着人工智能技术的快速发展，机器人技术已成为高校教学与研究的重点领域之一。作为一款较为成熟的人形机器人，NAO机器人近年来受到广泛关注和研究。然而，对于机器人领域的初学者以及部分教学资源有限的高校而言，提供真实的机器人实验环境往往面临诸多困难。为此，文中通过搭建Webots仿真平台对NAO机器人进行仿真研究，并利用Choregraphe开发环境对该仿真机器人进行开发。此外，Python开发环境也为仿真机器人NAO的研究提供了有力支持。这种基于仿真平台的研究方式不仅能够满足初学者的基本学习需求，还能为深入研究NAO人形机器人奠定扎实的基础。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOILXdA2DygTcKj8zlvri3tjQ34EGAnXSnGtrtsI5bzH2XLKbCJu5WISFCy1Af2oJF2GlpBZDBnnYjvcYcroYyWQb0kBXSZVf68cXquLOlH3p-TJ5f4-sfkvjDpyLViFKJuEX2Tc9Ws3pKPBaaTKL_8RHoiXK8dakVtwVTaIDL4JA==&uniplatform=NZKPT&language=CHS
35	多元路径融合下职校Python程序设计教学实践探究	王橙橙		2026-01-20	数字通信世界	期刊	多元路径融合;Python程序设计;教学策略;综合素质发展;	本文探讨了多元路径融合视野下职校Python程序设计课程的教学实践，旨在应对科技发展对职业院校培养高素质技能型人才提出的新挑战。具体策略包括与语文学科的跨学科融合，以拓展学生知识边界并激发创新思维；与专业课融合，提升学生在人工智能领域的实际应用能力；与技能竞赛融合，树立高阶学习方向并激发学生的竞争意识和进取心。通过实施这些策略，学生在掌握Python知识的同时，也深化了对其他学科知识的理解和应用，实现了综合素质的全面发展。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOILXdA2DygTcKj8zlvri3tjQ34EGAnXSkpoxlIn5NVSQ4z-etZ6GlYcnN3zpmVsKBS24yT7MTGUmfjYxMwHXh4kU06c-ozqSRzjUGcRUb5kxn0XHNruw_rajceQWNpx3qM75ppYSQ9UZVmDm1RkEbgGRZn3pmbf6VhyvL63TgaVA==&uniplatform=NZKPT&language=CHS
36	职业教育中课程建设的创新与实践探索——以Python程序设计课程为例	潘志恒		2026-01-20	数字通信世界	期刊	职业教育;Python课程建设;教学改革;人才培养;	本文深入探究职业教育中Python课程的建设情况。在数字经济蓬勃发展的当下，建设科学的Python课程对于促进职业教育数字化转型有着重要意义。文章首先分析了国内外相关研究现状，进而剖析了职业院校开设Python课程时存在的问题。随后提出课程建设的调整方向与设计原则，并基于此创新教学实践方法，让课程目标得以实现，让课程体系得以落实，让教学方法得以运用。最后从师资队伍建设、教学资源建设以及教学质量管理监控等方面给出保障措施。本研究致力于构建闭环体系，达成人才培养与产业需求的精准对接。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOILXdA2DygTcKj8zlvri3tjQ34EGAnXSkpoxlIn5NVSQ4z-etZ6GlYtAcWPld6K9GtF8d851D124ZKJiV3iaEjhtYXhGDTR--pC7HsUfLDjaIZM_P0lW6lBYDxK2YW0XeWOAIf7pKYhsGphNhL1-b-pwJjSczTzvKcW6FoNV4sUQ==&uniplatform=NZKPT&language=CHS
37	Python程序设计课程融入人工智能的教学改革探索与实践	孙佳星		2026-01-20	中国战略新兴产业	特色期刊	Python程序设计;人工智能;教学改革;	在人工智能技术迅速发展的背景下，高职院校亟须向社会输送具备人工智能技术应用能力的专业人才。因此，课程教学改革迫在眉睫。本文以江苏旅游职业学院计算机网络技术专业的专业核心课程——Python程序设计课程为例，深入剖析了当前课程教学中存在的问题，并结合人工智能技术的发展趋势，提出“智能教学工具+三阶递进+产教融合生态”三位一体的教学改革路径，旨在为高职院校相关课程的教学改革提供参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOW-UtrkylpIl47m5yljkAFKuzPbNdndZe2_L5rGNnlEmB536O74ugHoUjZ4prfGAMwRVBnHbaXMMrsG4C-Mcux0MWTZ2Fh2E5ykf-H8YpaPH7GBuPynKJ8LQoam-jcaJ2NcqjIv-Nph4H2z-gw-BOCvPPcEWyyi9VPBOXYhYOwlw==&uniplatform=NZKPT&language=CHS
38	基于Python的消防审验信息化管理工具开发与科技赋能路径研究	范泽远		2026-01-19	价值工程	期刊	消防审验;科技管理;信息化工具;Python;流程优化;	本文以科技管理与信息化转型为导向，设计并开发了基于Python的消防审验信息化管理工具，聚焦消防审验流程中PDF文件命名规范的自动化校验需求。通过整合数字化技术与管理科学方法，该工具实现了文件命名规则的智能校验、问题数据的可视化呈现及管理流程的标准化赋能。经实际项目测试，该工具可使文件校验效率提升60%以上，错误识别准确率达100%，显著降低人工干预成本，为消防审验从“人工驱动”向“数据驱动”的科技管理转型提供技术支撑。研究表明，该工具在满足信息化管理需求（如数据标准化、流程自动化）的同时，构建了“技术开发-管理应用-效能提升”的闭环体系，为工程领域科技管理工具的开发提供了可复用的方法论。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOW-UtrkylpIl47m5yljkAFMPNODiu3W0DFrjqifkKf35HNcJuu2iHKIooP8z1UAy8TpMI-yWzLftHLUPLb6fHcKmzevxe8KwL8TNYUGed-C47KePErr7Xi6ecR-lBUs_9AJSIhJkjjCVafkikP-6jT_FunpGxC40P6sNSQ6eLxcw==&uniplatform=NZKPT&language=CHS
39	车用执行器参数确定的探讨及研究	焦胜;李克难;范航;王烁镔;徐一文		2026-01-19	汽车电器	期刊	执行器;体积与噪声;刘易斯方程;赫茨方程;增田推导;Python;	文章通过理论推导和文献调研，分析执行器的体积和噪声与传动比的关系，进而得出适配工况体积要求及噪声要求的最佳齿轮参数；借助Python语言实现可视化仿真，为执行器设计优化提供新思路。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOq31fdBF88NUCuhw0R89e29itxx5Zn7gFokqBM6O5dSDkxvymFIuLA-XVUC9Jr5XjK2VnkbISwQwcXBzcIr872rpub3biofncn3JhMSDXoDfPmel9KVjpRW2hYJLpm9HVs9miI1A2PvgMJZpUONg9kXETuPalImw5ujLN-2S-c8w==&uniplatform=NZKPT&language=CHS
40	基于Python的医学统计学非参数检验方法实现——Nemenyi检验的程序开发与应用	朱钟欣;张炳松		2026-01-15 10:03	中国医院统计	期刊	Python;Kruskal-Wallis检验;Nemenyi检验;非参数检验;程序开发;	目的 旨在利用Python开发实现多个独立样本Kruskal-Wallis检验后续两两比较的Nemenyi检验程序,为医学研究人员提供高效、可复用的非参数检验工具。方法 基于Python设计并开发可直接调用并实现Kruskal-Wallis检验和Nemenyi检验的“kruskalnemenyitest”函数程序,实现Kruskal-Wallis检验和Nemenyi检验的自动化处理,并应用《医学统计学》教材中的示例数据验证程序的正确性。结果 成功开发了完整的Kruskal-Wallis检验与Nemenyi检验程序,验证测试显示程序输出的统计量和P值与标准示例结果一致,程序代码已开源共享于GitHub平台。结论 基于Python开发的Nemenyi检验程序具有高效、精确以及便于调用的特点,为医学研究中的非参数统计分析提供了实用工具,有助于提升统计结果的科学性与可靠性。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOq31fdBF88NUCuhw0R89e29itxx5Zn7gE0Y-CkHoW5H7idpSxnMF3xrbzQMvXITNAIUhdKsqcA8_cNlAUBQfZd0mk-iUfaDkBN-nYe70m4wS_ZV6mfBD6uwNqpMhhEH8m6o_y2yG1mqVqaNbYGOwQ6TI2DomfYZS3qN0fFn7uKbQ==&uniplatform=NZKPT&language=CHS
41	基于自动化运维的网络异常流量封堵研究与实现	徐益强;陈媛		2026-01-15	网络安全技术与应用	期刊	自动化编排;Python;	随着网络安全领域大数据的发展和应用，基于实时大数据流量的分析，使得攻击特征的报文无处遁形。本文提出了使用自动化编排的方法来提高安全事件处置响应的效率和速度，通过结合态势感知和防火墙设备，使用Python实现了自动化编排，包括收集态势感知系统数据接口、获取过滤数据、模拟操作防火墙并封停攻击地址、入库展示等四个过程。该方法能够大大降低人员依赖，释放人力资源，并提高应急处置的质量。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDPZVfroE1x97X7Dnzr3HwNyeLqpLHhggp0kL3KkWgY1mVfo_vsKKpIm9z3EH_a33xsGYgLUqbz6Z4u-QXuZ7bA6OBWRnF5jLAIQJaJbX2nPz7vgjXvgYIdIiu3XYvKSLDSgCty7_VOT3gA8zPUfSmybSTZQufpS7VA0N9H9kOgscg==&uniplatform=NZKPT&language=CHS
42	CTCL视域下OMO教学的学习策略设计与应用	刘鑫		2026-01-15	中国教育技术装备	期刊	线上线下融合;CTCL;OMO教学;学习策略;Python;	线上线下融合教学的应用能够有效应对突发事件给教育教学带来的影响，如何提升其应用效率是现阶段要解决的主要问题。CTCL是结合教育技术学自身特点所提出的新研究范式，将其与OMO教学进行融合，是一个全新的教学尝试。结合高中信息技术学科Python教学的特征和CTCL四要素的论述，设计与OMO教学适配的学习策略。选取两个教学班进行教学验证，以学生在Python学习过程中的三类偏差认知作为认知起点，设计有针对性的转变方法作为学习策略下具体的学习方法。教学验证实施后，对整体教学效果进行对比分析，表明构建的CTCL视域下OMO教学的学习策略能够帮助学生完成偏差认知的转变并取得更好的学习效果。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDPZVfroE1x97X7Dnzr3HwNyeLqpLHhggp0kxy4xji6HpBkr9o_ZknC0YvIJlZ3Iyr-9F66ioCvdX0sHQThfXgBUAVjPWsl_bMGzBNGegjtk8YBGuOeZH9nJZdfhZchli2y8RHHCPI16nr3lDWatJzE-yoXd4D-VvaoFm7MINW3ArQ==&uniplatform=NZKPT&language=CHS
43	基于STEAM教育理念的初中数学教学设计与实践——以编程探索“正多角星顶角和”为例	陈思雄;李红兰;刘喜泉;薛胜兰		2026-01-15	中国教育技术装备	期刊	初中数学;STEAM;编程;Python;Turtle;正多角星顶角和;	基于STEAM教育理念，利用Python编程工具，通过跨学科整合设计“正多角星顶角和”数学教学活动。借助Turtle图形库绘制图形并验证数学规律，帮助学生在编程实践中实现从几何原理向算法设计的转化，促进学生知识迁移与能力转化。实践表明，该教学方式可以显著提升学生的计算思维、跨学科协作和创新能力，为数学教学与信息技术的深度融合提供了实践范例。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOYM-GygMXx_SrbueTlFyzaDAnaf2uJ3IU1iBdALPa2A6Z3fMOkU7k3wGkPb1WnKaSS_eNal_nb8k60062AtvLyka4UdBD_QI4a9aE0wf6tq0P2kA3VvLdcfl6ZHK3dIDOW1QzFLzeSHFVzH-bMdW--ObL6xfN_DeetXYYv-0dckg==&uniplatform=NZKPT&language=CHS
44	探究生成式人工智能对Python编程的影响分析	刘欢		2026-01-15	信息记录材料	期刊	生成式人工智能;Python编程;智能优化;代码生成;应用创新;	针对生成式人工智能快速发展对Python编程效率、逻辑结构与创新能力产生的影响，本研究提出了基于生成式模型与Python编程融合的智能优化技术。通过模型机制分析、应用场景研究与实证数据验证等方法，结果表明:该技术可以显著提升代码自动生成质量与开发智能化水平，促进Python在人工智能领域的创新应用，为智能编程模式的构建和编程教育改革提供了有力的支撑与实践参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOYM-GygMXx_SrbueTlFyzaDAnaf2uJ3IXBcQZtMRIPAxp1fWjAYS7ezCY1tnDbjZqOha0ZYj7qd9a5N_-S-AqBoR2G0n0-Cdz9dWb0NUTNbl-8w9R99EOWTAguBDQ57y_5Kwy1WFHPlfACYfvRpbplAjwOd6s2ehSdsp9MvNUNRA==&uniplatform=NZKPT&language=CHS
45	一种通用可视化飞行仿真系统设计	陈海;何磊;侯金鑫;崔金雷		2026-01-15	计算机仿真	期刊	飞行仿真;虚幻引擎;仿真解算;可视化;	针对现有可视化飞行仿真系统采用Matlab/Simulink+Flight Gear等技术路线存在授权停止风险、渲染效果不佳、无法实现完全开源与免费等不足,提出了一种基于Python和UE（Unreal Engine）相结合的技术路线。基于Python语言设计了基于SMP2（Simulation Model Portability 2）的仿真框架,构建了飞行器本体、控制律、制导律和环境等相关模型,实现了飞行解算子系统的开发;基于UE,构建了飞行器3D、地景和声音效果等模型,设计了可视化控制脚本,实现了飞行可视化子系统的开发。最后,对两个分系统进行了联合仿真测试,测试结果验证了上述飞行仿真系统的解算能力和渲染效果。上述系统有效克服了现有系统的不足,具有代码开源、渲染效果逼真、可扩展性较强等优点。通过替换仿真模型,能够实现不同类型、不同数量飞行器的飞行仿真,具有较强的通用性。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOYzEXplNJS7dnE1C-wUlP968IO89H6FEgGA1-XMVwX_MwajfqO35TwQn7sF_9zIWw3wXeF4zWMSZhTWJJRflyDFNWmxe1UnafWlciKOlri1z1ynEmFeGL-a2emLAQEXbx6HgAXFdETT4WygSrxTiieW2hTA-9GjwJ7FTl7fdTujA==&uniplatform=NZKPT&language=CHS
46	从混合学习环境到智慧学习环境教学模式的探究——以Python程序设计为例	周蓉		2026-01-15	大学	期刊	混合学习环境;智慧学习环境;Python;	近年来，伴随着信息技术革命，教育领域正经历着关键变革。随着技术的进步，从翻转课堂到微课堂，从“互联网+”到大数据，再到人工智能，教学模式从传统的课堂教学转换为多媒体教学，从教师讲授到学生在线自主学习，不断更新改进。智慧学习环境是引发教育变革的关键因素。当下可以借助云平台系统、数据库、大数据技术等现代化信息技术手段进行资源的共享，在线学习成为当下流行的学习方法。文章以Python程序设计课程（面向对象程序设计）为研究对象，探索从混合学习环境过渡到智慧学习环境的教学模式，并根据学校制订的人才培养方案，因材施教，提升教学有效性，培养合格人才。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDOYzEXplNJS7dnE1C-wUlP968IO89H6FEiKYw_i79Nr5HdDOIn4BWjnDNrDXlZKjaI8NIPchZus0rQwPklD0cq7FY7WS5l3CXDEe6thgrE0TOSnU0xZeUGnB9mVdQlr5Q4gOvTZAmJLSHHkgUt4maGSUq8G3-xShu0kVhoo-f7MTA==&uniplatform=NZKPT&language=CHS
47	面向核心素养的算法效率意识培养策略探究——以“成绩等级判断”教学为例	沈孝山		2026-01-15	中国信息技术教育	特色期刊	计算思维;算法效率意识;案例对比;教学策略;程序设计教学;	在高中Python程序设计教学中，培养学生算法效率意识对提升其核心素养至关重要。本文聚焦学生算法效率意识缺失的现状，以“成绩等级判断”等案例为切入点，剖析其成因，并阐述其与信息意识、计算思维等学科核心素养的内在联系。在此基础上，作者提出了案例对比、场景融合及实践强化等教学策略，旨在系统化地培养学生在Python程序设计中形成算法效率意识，促进教学与核心素养的深度融合。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDNpKNIMbPer3eB8RySdYLh_W0WeCYYqptwNAOU77XbgbVw2-FSSCJbMyhDN3Ahk-RyubYoWTs8NLPkNKRP2-eYw_xfW4pGhPoXtHcTA8axoyn5yJYLa1bm797WbUuLSzIeEXAtcpqk9pVpCtBGmPprTMFL_azjlpOF1kr2cx9bBeg==&uniplatform=NZKPT&language=CHS
48	基于Jupyter Notebook的高中编程项目式学习实践——以“猜价格游戏”为例	田小多		2026-01-15	中国信息技术教育	特色期刊	Jupyter Notebook;项目式学习;编程教学;高中信息科技;	本文探讨了在高中信息科技课程中，在情境化项目加一体化学习环境——Jupyter Notebook平台开展编程项目式学习的实践方法，并以“猜价格”游戏为例，设计了分层递进的教学任务，结合Jupyter Notebook的交互特性，有效解决了传统编程教学中学生易迷失于语法细节、调试困难、缺乏情境动力等问题。实践表明，该方法能够提高学生的学习兴趣和编程能力，为高中编程教学提供了新的思路。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDNpKNIMbPer3eB8RySdYLh_W0WeCYYqptwNAOU77XbgbVw2-FSSCJbMkFPAQ33w4Lc9eK1G75xWtgLnUxGETtgnQSyPGIGDmc_bExcTIi0UPX-bCSX27YqbjCz8KsrNZC_D4s96o2ka-FHd2qwNlRaKJeqGr93foj_0OqxCzLNabQ==&uniplatform=NZKPT&language=CHS
